,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
611,palace more than million filipinos fully vaccinated covid covid19vaccineph,0.5,0.5,neutral,0.0,1.0,0.0,0.0
612,over additional pfizer vaccine doses arrive covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
613,from this batch vaccines doses allocated cebu other doses davao covid19vaccineph,-0.125,0.375,neutral,0.0,1.0,0.0,0.0
615,alamin epektibo bakuna ngayon kontra delta variant covid19vaccineph covid19,0.0,0.0,neutral,0.0,1.0,0.0,0.0
633,matiyagang naghintay pumila residente maynila ngayong miyerkoles upang maturukan bakuna kontra covid19 kahi,0.0,0.0,neutral,0.0,1.0,0.0,0.0
649,just dumating eroplanong lulan doses pfizer covid19 vaccine binili pamahalaan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
671,dumating doses pfizer covid19 vaccine doses dinala cebu habang doses,0.0,0.0,neutral,0.0,1.0,0.0,0.0
696,look plane carrying government bought doses pfizer vaccines arrives philippines wednesday,0.0,0.0,neutral,0.0,1.0,0.0,0.0
699,matiyagang naghintay pumila residente maynila ngayong miyerkoles upang maturukan bakuna kontra,0.0,0.0,neutral,0.0,1.0,0.0,0.0
702,philippines receive pfizer doses sinovac doses this week palace covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
703,mataas tsansa makaligtas mula nakahahawang delta variant pang variant covid19,0.0,0.0,neutral,0.0,1.0,0.0,0.0
704,nais magpabakuna nagtiyaga pila ulan andres sports complex covid19vaccineph,-0.3,0.4,neutral,0.0,1.0,0.0,0.0
712,isinasagawa naturang aktibidad dream zone capitol compound batangas city itinalagang vaccination site,0.0,0.0,positive,,,,
714,tricycle drivers delivery riders line early their dose covid19 vaccine last vaccine,0.05,0.18333333333333332,neutral,0.0,1.0,0.0,0.0
717,philippines administers million doses covid vaccines july 2021 according malaca,0.0,0.0,neutral,0.0,1.0,0.0,0.0
718,abscbnnews philippines receive pfizer doses sinovac doses this week palace covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
725,presidential spokesperson harry roque philippines administers million doses covid19 vaccines july 2021,0.0,0.0,neutral,0.0,1.0,0.0,0.0
734,kabila ulan baha libo libong residente pumila vaccination site maynila para makuha,0.0,0.0,neutral,0.0,1.0,0.0,0.0
747,look juan city starts inoculation residents using johnson johnson covid19 vaccine around individuals,0.0,0.0,neutral,0.0,1.0,0.0,0.0
749,bagaoisan portion geronimo street leading ospital sampaloc flooded after rains,0.0,0.0,neutral,0.0,1.0,0.0,0.0
750,inaasahang darating bansa ngayong miyerkoles higit doses pfizer covid19 vaccine,0.0,0.0,neutral,0.0,1.0,0.0,0.0
777,gutierrez philippines expecting delivery pfizer covid19 doses this wednesday july preside,0.0,0.0,neutral,0.0,1.0,0.0,0.0
779,tingnan mahaba pila nais magpabakuna andres sports complex maynila ilan kanila,-0.3,0.4,positive,0.0,1.0,0.0,0.0
790,presidential spokesperson harry roque philippines administers million doses covid19 vaccines july,0.0,0.0,neutral,0.0,1.0,0.0,0.0
793,tricycle drivers delivery riders line early their doses last vaccine express drive thru,0.05,0.18333333333333332,positive,0.0,1.0,0.0,0.0
796,local government juan received doses johnson johnson covid19 vaccine from,0.0,0.0,neutral,0.0,1.0,0.0,0.0
808,gutierrez emano appeals national government increase allocation covid19vaccineph shots,0.0,0.0,positive,,,,
813,marami pumipila bakunahan andres sports complex kahit umuulan first dose,-0.024999999999999994,0.3666666666666667,neutral,0.0,1.0,0.0,0.0
821,look juan city starts vaccination residents using johnson johnson covid19 vaccine around individuals,0.0,0.0,neutral,0.0,1.0,0.0,0.0
837,bagaoisan full story tricycle driver delivery riders pumila vaccine express para dose covid19vaccine,0.35,0.55,neutral,0.0,1.0,0.0,0.0
847,people brave flood they queue their covid19vaccineph shot outside andres sports complex vaccina,0.16666666666666666,0.4833333333333334,neutral,0.0,1.0,0.0,0.0
857,look juan city starts vaccination residents using johnson johnson covid19 vaccine around individu,0.0,0.0,positive,0.0,1.0,0.0,0.0
859,muling hinikayat department health publiko magpabakuna kontra covid19 gitna banta delta coronavirus,0.0,0.0,neutral,0.0,1.0,0.0,0.0
861,look juan city starts inoculation residents using johnson johnson covid19 vaccine around individu,0.0,0.0,positive,0.0,1.0,0.0,0.0
862,doses nakalaang iturok seniors caloocan covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
867,just second shot pfizer will smoke good cigar from when leave here covid19vaccinep,0.35,0.30000000000000004,negative,,,,
869,tricycle driver delivery riders pumila vaccine express para dose covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
877,bagaoisan portion geronimo street leading ospital sampaloc flooded after,0.0,0.0,neutral,0.0,1.0,0.0,0.0
881,bagaoisan full story tricycle driver delivery riders pumila vaccine express para dose,0.35,0.55,neutral,0.0,1.0,0.0,0.0
883,panoorin nagsimula nang bumaha labas vaccination site andres maynila dahil patuloy,0.0,0.0,neutral,0.0,1.0,0.0,0.0
884,look people waiting their first vaccine dose line under rain outside ospital sampaloc,0.125,0.19166666666666665,neutral,0.0,1.0,0.0,0.0
892,tricycle drivers delivery riders line early their dose covid19 vaccine last,0.05,0.18333333333333332,neutral,0.0,1.0,0.0,0.0
896,marami pumipila bakunahan andres sports complex kahit umuulan first,-0.024999999999999994,0.3666666666666667,neutral,0.0,1.0,0.0,0.0
903,tricycle drivers delivery riders line early their doses last vaccine express drive,0.05,0.18333333333333332,neutral,0.0,1.0,0.0,0.0
904,just second shot pfizer will smoke good cigar from when leave here covid19vaccineph lndont,0.35,0.30000000000000004,positive,0.0,1.0,0.0,0.0
905,watch people lining first dose covid19vaccineph shot crowd gates andres bukid complex,-0.024999999999999994,0.3666666666666667,neutral,0.0,1.0,0.0,0.0
917,nagkaroon tensiyon isang vaccination site andres maynila martes dahil kakulangan suplay bakuna kontra,0.0,0.0,neutral,0.0,1.0,0.0,0.0
919,delta variant covid just arrived pong salubungin hindi kamag anak galing abroad pong,0.0,0.0,neutral,0.0,1.0,0.0,0.0
920,residents flock tacloban vaccination sites which single dose janssen vaccine covid19vaccineph,-0.07142857142857142,0.21428571428571427,neutral,0.0,1.0,0.0,0.0
921,tingnan covid19 vaccination tacloban city gamit janssen dinagsa covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
922,covid19 vaccination maynila nagkatensiyon dahil limitadong doses covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
923,tension arises covid vaccination center andres manila limited doses covid19vaccineph,-0.08571428571428572,0.12142857142857143,negative,,,,
971,muling hinikayat department health publiko magpabakuna kontra covid19 gitna banta delta,0.0,0.0,neutral,0.0,1.0,0.0,0.0
972,nagkaroon tensiyon isang vaccination site andres maynila martes dahil kakulangan suplay baku,0.0,0.0,neutral,0.0,1.0,0.0,0.0
984,baguio maghihigpit pagpapapasok turista dahil covid19 delta variant covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
987,look manila tricycle pedicab drivers delivery riders their dose covid19vaccineph vaccine,0.0,0.0,neutral,0.0,1.0,0.0,0.0
991,covid vaccination maynila nagkatensiyon dahil limitadong doses covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1006,tingnan pila babakunahan loob andres sports complex covid19vaccineph,-0.3,0.4,neutral,0.0,1.0,0.0,0.0
1007,fully vaccinated para aque nasa target populasyon mayor olivarez covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1014,janssen lang brand bakunang available ngayon para dose kung nais pong magpabakuna nito,0.4,0.4,neutral,0.0,1.0,0.0,0.0
1015,vaxx baks dose done resbakuna covidvacccine letsfightcovid19 philippine cross national headquarte,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1016,fully vaccinated with sinovac with robinsons lipa philippines yesterday resbakuna sinovac,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1017,completely vaccinated resbakuna johnsonandjohnsonvaccine,0.1,0.4,neutral,0.0,1.0,0.0,0.0
1019,finally vaccinated against covid fully vaccinated thanks staff mauban traffic lifting,0.1,0.6,positive,,,,
1021,fully vaccinated thank luis janssenvaccine resbakuna iamvaccinated sanluisrhu,0.0,0.0,positive,,,,
1022,vaccines safe effective free register lgus resbakuna when turn,0.5,0.7000000000000001,positive,,,,
1023,congratulations philippines covid19ph wehealasone resbakuna healthypilipinas,0.0,0.0,positive,,,,
1024,rising cases covid delta variant stay safe stay safe staying health,0.5,0.5,positive,,,,
1025,turn beat covid resbakuna bidabakunation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1026,nakakasad kung kailan marami gusto magpabakuna tsaka naman walang supply resbakuna vaccineswork vaccineph,0.0,0.0,positive,0.0,1.0,0.0,0.0
1027,covid resbakuna schedule pahibaro magkaka mayda utro pambakuna para aton senior citizens years,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1028,bakuna serye road being fully vaccinated resbakuna wehealasone astrazeneca,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1029,finally fully vaccinated thank sama sama nating tuluyang tapusin pandemyang resbakuna,0.0,1.0,positive,,,,
1030,dose done doing this protect myself loved ones thank dipolog city frontline,0.7,0.8,positive,,,,
1031,look national task force against covid reported that government breached,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1032,tingnan ibinalita national task force against covid lumagpas million kabuuang,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1033,finally vaccinated gamaleya sputnik dose vaccinated protected gamaleyasputnikv resbakuna,0.0,1.0,positive,,,,
1034,janssen covid vaccine today resbakuna vaccineswork,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1035,fully vaccinated mandavax resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1036,wehealasone weriseasone resbakuna kapagduterteposible,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1038,fishport schedule vaccination resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1040,dose dose fully vaxxed after weeks vaccines save lives yours when vaccineswork,0.0,0.0,positive,,,,
1041,huhuz thank lord resbakuna,0.0,0.0,positive,,,,
1043,resbakuna johnsonandjohnson,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1046,fully paid corrected junjun junjun vaccine janssen pala janssen johnsonandjohnson resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1047,navobakuna tuloy tuloy pagbabakuna dose navotas fish port complex sila kabilang,-0.3,0.4,neutral,0.0,1.0,0.0,0.0
1048,vaccines safe effective free register lgus resbakuna when turn beat,0.5,0.7000000000000001,positive,,,,
1050,johnson johnson janssen vaccine maraming maraming salamat morong resbakuna bakunadoatprotektado,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1051,them porma lage kaayo maam maka kita away dinhe bakuna videoha,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1056,ipinagmalaki mayor fruto dandasan nabakunahan frontliners comorbidities dangca,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1057,done with second dose fullyvaccinated astrazeneca teamastrazeneca resbakuna healthyphilippines,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1059,vaccines safe effective free register lgus resbakuna when turn beat covid,0.5,0.7000000000000001,positive,,,,
1060,watch total doses pfizer biontech vaccines arrived country monday night july 2021 this,0.0,0.75,neutral,0.0,1.0,0.0,0.0
1061,resbakuna vaccinated janssenvaccine covidvaccine,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1064,watch total doses pfizer biontech vaccines arrived country monday night july 2021,0.0,0.75,neutral,0.0,1.0,0.0,0.0
1067,there herd immunity polio smallpox they were managed eradicated vaccines resbakuna mood,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1068,population protection maabot kaya bago tuluyang lumala pagkalat delta variant resbakuna bidabakunation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1069,janssen yesterday thanks personnel tirelessly working that will achieve herd,0.2,0.2,positive,,,,
1072,philippine cross will opening bakuna center along edsa read more resbakuna bidabakun,0.13333333333333333,0.19999999999999998,neutral,0.0,1.0,0.0,0.0
1073,philippine cross will opening bakuna center along edsa read more resbakuna,0.13333333333333333,0.19999999999999998,neutral,0.0,1.0,0.0,0.0
1074,basta ilongga gwapa bakunada resbakuna kontra covid fullyvaccinated,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1075,resbakuna janseen covid vaccine,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1076,today dose vaccination schedule kaya laban astrazenaca vaccinationforall resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1077,tignan nasa nakatanggap first dose zambales habang naman fully vaccinated,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
1079,confidently vaccinated with heart thankyou much calasiao health personnels taking care,0.35,0.5166666666666667,positive,,,,
1081,today very grateful fully vaccinated thank lord thank health workers volunteers than,0.2,0.3,positive,,,,
1082,baks vaxxed laplapan resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1083,resbakuna hahahahahaha,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1084,fully vaccinated johnson johnson vaccine covid19 vaccine janssen vacc2school,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1087,shot salamat binalbagan team jandj resbakuna vaccinated,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1088,there herd immunity polio smallpox they were managed eradicated vaccines resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1089,vaccinated last covid19vaccine resbakuna,0.0,0.06666666666666667,neutral,0.0,1.0,0.0,0.0
1090,janssenvaccine resbakuna vaccinated,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1091,about employees nidec subic philippines corporation other essential workers inside subic freeport,-0.0625,0.3375,neutral,0.0,1.0,0.0,0.0
1092,tignan nasa nakatanggap first dose bataan habang naman fully vaccinated,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
1093,resbakuna fourthtranche tomorrow,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1094,urges healthcare workers senior citizens those with comorbidities economic frontliners vaccinated,0.2,0.2,neutral,0.0,1.0,0.0,0.0
1095,kunwari antok resbakuna nidec subic,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1096,navobakuna narito listahan mababakunahan doses bukas nakasaad,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1097,done pero ubay2 search clinical trials while linya resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1098,bidyo resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1099,thank natin fully vaccinated resbakuna vaccinated prrd janssenvaccine,0.0,0.0,positive,,,,
1101,after these years thought immune nako tanang klase kasakit diay aztrazenecadose1,0.0,0.0,positive,,,,
1102,adults tribucada fully vaccinated this just protection also,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1103,nangangamba ring magpabakuna senior citizen dangcagan bukidnon resbakuna bidabakunation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1104,resbakuna teamsinovac ahongcares,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1105,leggo friends secondshot resbakuna somewhere mandaluyong,0.0,0.0,positive,,,,
1106,fully vaccinated 1dosevaccine resbakuna janssen,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1107,first dose resbakuna astrazeneca rhukolambugan,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
1108,wehealasone resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1109,earlier today ceremonial vaccination workers subic freeport zone resbakuna bidabakunation bidasolusyo,0.025,0.425,neutral,0.0,1.0,0.0,0.0
1110,earlier today ceremonial vaccination workers subic freeport zone resbakuna bidabakunation,0.025,0.425,neutral,0.0,1.0,0.0,0.0
1111,just vaccinated resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1112,resbakuna ceremonial vaccination workers subic freeport zone harry roque,0.05,0.35,neutral,0.0,1.0,0.0,0.0
1113,look here link vaccination online registration vaccination individuals under categories,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1114,tingnan dumating bansa pangalawang batch pfizer vaccines kabuuang bilang doses dumating,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1116,resbakuna firstdose sinovac ozamiz city national high school ocnhs,0.16,0.5399999999999999,neutral,0.0,1.0,0.0,0.0
1117,covid deputy chief implementer testing czar secretary vince dizon also reported that country registe,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1118,iniulat covid deputy chief implementer testing czar vince dizon nakapagtala bansa noong,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1119,teampnp weserveandprotect resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1120,resbakuna yern,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1122,fully vaccinated resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1123,dilg echoed call president duterte lgus ensure that people exposed health risks other,-0.125,0.375,negative,,,,
1124,bayan lanuza bakunado resbakuna bidasolusyon plus covid bidabakunation bidaangmaydisip,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1127,bulakenyo nabakunahan kontra covid buong istorya resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1130,resbakuna fullyvaccinated,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1131,resbakuna para ligtasnabalikeskwela,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1132,dose done resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1133,resbakunationisms vaccine janssen donated covax facility administered sibulan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1134,latest shipment pfizer vaccines part million doses country secured from american,0.25,0.45,positive,,,,
1135,look philippines received more doses pfizer vaccines procured government monday night,0.5,0.5,neutral,0.0,1.0,0.0,0.0
1136,didn hear much about vaccine know what expect would experience reverse aging since,0.2,0.2,neutral,0.0,1.0,0.0,0.0
1137,tingnan dumating bansa pangalawang batch pfizer vaccines kabuuang bilang bahagi,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1138,look total doses pfizer arrived philippines last night july this second tranche,0.0,0.2722222222222222,neutral,0.0,1.0,0.0,0.0
1141,before after vaccine rhupantabangan resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1144,look doses pfizer vaccines have arrived naia terminal last night july this second,0.0,0.03333333333333333,neutral,0.0,1.0,0.0,0.0
1145,tingnan dumating bansa pangalawang batch pfizer vaccines kabuuang bilang doses,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1149,bayan lanuza bakunado resbakuna bidasolusyon plus covid bidabakunation bidaangmaydisiplina,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1150,fully vaxxed muncovac resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1151,what time kaya makauli today resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1159,fully vaccinated july 2021 thank lord finally after many hours linya linya hahahaha,0.2333333333333333,0.6666666666666666,positive,,,,
1160,resbakuna vaccinated safetyfirst,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1161,fully vaccinated maproteksyonan sana nito laban virus nagmula katangahan cyst,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1165,second done fully vaccinated resbakuna bakunadoantipolo pfizer pfizerbiontech,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1166,janssen resbakuna bataan people center,-0.1,0.1,neutral,0.0,1.0,0.0,0.0
1167,bisan pagpa vaccine late hahahahah laban resbakuna beatcovid19,-0.3,0.6,neutral,0.0,1.0,0.0,0.0
1168,vaccinated today thank lord tita sponsor resbakuna janssenvaccine,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1169,vaccinated fightcovid resbakuna vaccinated janssenvaccine onedosedoesit,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1170,fully vaxed pasenya tyan altervaccination altercovid altercovid19 resbakuna alterph alterdaddy,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1171,vaccinated janssenvaccin janssen johnsonandjohnson resbakuna covidvaccines thankyoulord,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1705,most basic list clear also whoever approved resbakuna special place hell,0.23928571428571427,0.3949404761904762,positive,,,,
1707,vaccinated soon available inquire from your barangay health centers proactive,0.4,0.4,positive,,,,
1708,waiting turn resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1709,fear your shot salamat agdangan resbakuna fullyvaccinated rhuagdangan,0.0,0.0,negative,,,,
1710,cargo trucks standby naia terminal tarmac awaiting arrival covid vaccines scheduled,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1711,shipment containing doses pfizer vaccine against covid arrived country wednesday night,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1712,when tatay first shot covid vaccine astrazeneca covidvacccine resbakuna 2021 ayala malls,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
1713,good resbakuna,0.7,0.6000000000000001,positive,0.0,1.0,0.0,0.0
1714,philippine cross vaccinated inmates from navotas bureau jail management penology bjmp,-0.05,0.0,neutral,0.0,1.0,0.0,0.0
1716,update more than doses covid vaccines have been processed released since february 2021 this figur,0.5,0.5,neutral,0.0,1.0,0.0,0.0
1719,wehealasone weriseasone resbakuna vaccination dutertelegacy,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1720,look government procured covid vaccines developed pfizer biontech have arrived philippines toda,0.1,0.3,neutral,0.0,1.0,0.0,0.0
1723,most people have mild side effects after taking covid vaccine covid19vaccine caduceus resbakuna,0.41666666666666663,0.5,neutral,0.0,1.0,0.0,0.0
1724,look government procured covid vaccines developed pfizer biontech have arrived philippines,0.1,0.3,neutral,0.0,1.0,0.0,0.0
1727,ready rollout galvez places resbakuna sticker boxes containing pfizer shots,0.2,0.5,positive,0.0,1.0,0.0,0.0
1728,effect astra after bakunahan cold muscle pain knee pain blurred vision resbakuna,-0.6,1.0,negative,0.0,1.0,0.0,0.0
1733,love this glow beatcovid19 resbakuna,0.5,0.6,positive,,,,
1734,ganda lang ginagawa establishments discount free meals items encourage pinoy alam,0.4,0.8,positive,,,,
1738,yaaaaaaaaasssss resbakuna resbakuna2021,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1741,shipment containing doses pfizer vaccine against covid arrived country wednesday,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1745,finally dose thank lord pfizer pfizerbiontech resbakuna,0.0,1.0,positive,,,,
1751,pastor decided vaccinated sake people minister resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1752,salamat mayor graduation este vaccination pasig lang sakalam kuliiiiit hahahaha resbakuna,0.2,0.5,neutral,0.0,1.0,0.0,0.0
1753,kakilala bang hindi komportable magpabakuna alalahin natin dapat tayo maging mahinahon pagkumbinse,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1765,resbakuna pnpkakampimolabansacovid19 weserveandprotect zcps11striveforexcellence,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1776,grace survived covid after completing isolation vaccinated joining,0.0,0.0,positive,,,,
1777,mandatory picture after resbakuna ingatangat sinovac starmall jose monte,0.0,0.0,positive,,,,
1778,dose resbakuna sinovac ingatangat kapitnakapitsabag starmall jose monte,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1781,dose nakakatuwa yung paandar kapag fully vaxxed naol graduation diba haha resbakuna,0.2,0.3,positive,,,,
1782,pila arcovia kala napakarami nagbabakuna kelangn papilahin lahat dito magaaksaya,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1785,mandatory vaccine passport shot fullyvaxxed resbakuna,0.0,0.0,positive,,,,
1786,thank keep wehealasone weriseasone resbakuna dutertelegacy,0.0,0.0,positive,,,,
1789,dose done resbakuna bakunadoantipolo,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1790,update more than doses covid vaccines have been cleared since february 2021 this figu,0.5,0.5,positive,,,,
1794,since only considered fully vaccinated weeks after second dose fully vaxxed days,0.0,0.5,neutral,0.0,1.0,0.0,0.0
1796,well done fully vaccinated glory resbakuna teampfizer,0.0,0.0,positive,,,,
1802,cebucity resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1807,resbakuna blockbuster,0.0,0.0,positive,,,,
1808,amin resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1811,2nddosedone handasabakuna resbakuna bakunadoprotektado sinovac fullyvacinnated jabwelldone,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1813,urge filipinos especially priority groups listed sign vaccinated soon,0.0,1.0,neutral,0.0,1.0,0.0,0.0
1814,thank vaccinated resbakuna,0.0,0.0,positive,,,,
1816,marike ilovemarikina resbakuna firstdose gotvaccinated sinovac,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1817,marike ilovemarikina resbakuna firstdose seconddose gotvaccinated sinovac,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1819,marike ilovemarikina resbakuna seconddose gotvaccinated sinovac,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1834,days masaket grabe talaga e2ng sputnik hehdjshshddb lord l0ds,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1836,resbakuna weserverandprotect pnpkakampimolabansacovid19 zcps11striveforexcellence,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1837,resbakuna weserveandprotect pnpkakampimolabansacovid19 zcps11striveforexcellence,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1838,tweet muna bago tablan side effects hahaha char resbakuna vacclangto,0.2,0.4,positive,,,,
1839,dose pfizerbiontech resbakuna bakunation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1851,first dose astrazeneca done resbakuna,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
1854,best vaccine that peer reviewed undergone proper clinical trials,0.5,0.2,positive,,,,
1855,worst experience ever walang facilitate maayos pila daming nakakasingit palakasan hindi lang,-1.0,1.0,negative,,,,
1861,nagkakagulo dito palanan elementary school dahil pila resbakuna covid19vaccineph umulan lang kulang,0.3,0.9,neutral,0.0,1.0,0.0,0.0
1862,dose done pfizer biontech glory bakunadoako protektodo resbakuna pfizer,0.0,0.0,positive,,,,
1863,kudos organized efficient systematic vaccination spent almost 30mins only whole process,0.03333333333333333,0.5,positive,,,,
1864,know your covid vaccine johnson johnson janssen data june 2021 know more about eight covid,0.5,0.5,neutral,0.0,1.0,0.0,0.0
1865,first dose astra done sooncovidfree resbakuna,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
1866,coronaviruspandemic covid19ph resbakuna covid19 abscbn gmanewstutaniduterte philippines labanpilipinas,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1867,coronaviruspandemic covid19ph resbakuna covid19 abscbn gmanewstutaniduterte philippines,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1873,bidabakunation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2235,tokki labanan contravida gaya alden richards kaya natin bidasolusyon covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2236,tokki sanitize kamay siguruhin laging malinis kamay bidasolusyon covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0
14,just another batch million doses sinovac coronavirus vaccine arrives country,0.0,0.0,neutral,0.0,1.0,0.0,0.0
18,date july 2021 thursday fully vaccinated sapagkat nabakunahan dose pedro guevarra,0.0,0.0,neutral,0.0,1.0,0.0,0.0
19,more sinovac doses arrive manila covid19vaccineph,0.5,0.5,neutral,0.0,1.0,0.0,0.0
20,donate astrazeneca vaccines philippines covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
22,full story philippines welcomes arrival another million doses covid vaccine develo,0.35,0.55,positive,,,,
24,receive doses astrazeneca vaccine donated according covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
31,will donate astrazeneca covid vaccines philippines outgoing british ambassador manila said,0.0,0.0,positive,,,,
39,full story philippines welcomes arrival another million doses covid vaccin,0.35,0.55,positive,,,,
51,just dumating bansa karagdagang milyong doses sinovac covid19 vaccine,0.0,0.0,neutral,0.0,1.0,0.0,0.0
